==8039== NVPROF is profiling process 8039, command: ./2mm.exe
==8039== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==8039== Profiling application: ./2mm.exe
==8039== Profiling result:
==8039== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
          1                               issue_slots                                                           Issue Slots   211067767   211067767   211067767
          1                                 cf_issued                                      Issued Control-Flow Instructions     8552448     8552448     8552448
          1                               cf_executed                                    Executed Control-Flow Instructions     8552448     8552448     8552448
          1                               ldst_issued                                        Issued Load/Store Instructions   403046400   403046400   403046400
          1                             ldst_executed                                      Executed Load/Store Instructions   100859904   100859904   100859904
          1                       atomic_transactions                                                   Atomic Transactions           0           0           0
          1           atomic_transactions_per_request                                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
          1                inst_executed_global_loads                              Warp level instructions for global loads    67141632    67141632    67141632
          1                 inst_executed_local_loads                               Warp level instructions for local loads           0           0           0
          1                inst_executed_shared_loads                              Warp level instructions for shared loads           0           0           0
          1               inst_executed_surface_loads                             Warp level instructions for surface loads           0           0           0
          1               inst_executed_global_stores                             Warp level instructions for global stores    33587200    33587200    33587200
          1                inst_executed_local_stores                              Warp level instructions for local stores           0           0           0
          1               inst_executed_shared_stores                             Warp level instructions for shared stores           0           0           0
          1              inst_executed_surface_stores                            Warp level instructions for surface stores           0           0           0
          1              inst_executed_global_atomics                  Warp level instructions for global atom and atom cas           0           0           0
          1           inst_executed_global_reductions                         Warp level instructions for global reductions           0           0           0
          1             inst_executed_surface_atomics                 Warp level instructions for surface atom and atom cas           0           0           0
          1          inst_executed_surface_reductions                        Warp level instructions for surface reductions           0           0           0
          1              inst_executed_shared_atomics                  Warp level shared instructions for atom and atom CAS           0           0           0
          1                     inst_executed_tex_ops                                   Warp level instructions for texture           0           0           0
          1                      l2_global_load_bytes       Bytes read from L2 for misses in Unified Cache for global loads  5372903424  5372903424  5372903424
          1                       l2_local_load_bytes        Bytes read from L2 for misses in Unified Cache for local loads           0           0           0
          1                     l2_surface_load_bytes      Bytes read from L2 for misses in Unified Cache for surface loads           0           0           0
          1                           dram_read_bytes                                Total bytes read from DRAM to L2 cache   194273632   194273632   194273632
          1                          dram_write_bytes                             Total bytes written from L2 cache to DRAM     5053888     5053888     5053888
          1               l2_local_global_store_bytes   Bytes written to L2 from Unified Cache for local and global stores.  4299161600  4299161600  4299161600
          1                 l2_global_reduction_bytes          Bytes written to L2 from Unified cache for global reductions           0           0           0
          1              l2_global_atomic_store_bytes             Bytes written to L2 from Unified cache for global atomics           0           0           0
          1                    l2_surface_store_bytes            Bytes written to L2 from Unified Cache for surface stores.           0           0           0
          1                l2_surface_reduction_bytes         Bytes written to L2 from Unified Cache for surface reductions           0           0           0
          1             l2_surface_atomic_store_bytes    Bytes transferred between Unified Cache and L2 for surface atomics           0           0           0
          1                      global_load_requests              Total number of global load requests from Multiprocessor   268566528   268566528   268566528
          1                       local_load_requests               Total number of local load requests from Multiprocessor           0           0           0
          1                     surface_load_requests             Total number of surface load requests from Multiprocessor           0           0           0
          1                     global_store_requests             Total number of global store requests from Multiprocessor   134348800   134348800   134348800
          1                      local_store_requests              Total number of local store requests from Multiprocessor           0           0           0
          1                    surface_store_requests            Total number of surface store requests from Multiprocessor           0           0           0
          1                    global_atomic_requests            Total number of global atomic requests from Multiprocessor           0           0           0
          1                 global_reduction_requests         Total number of global reduction requests from Multiprocessor           0           0           0
          1                   surface_atomic_requests           Total number of surface atomic requests from Multiprocessor           0           0           0
          1                surface_reduction_requests        Total number of surface reduction requests from Multiprocessor           0           0           0
          1                     texture_load_requests             Total number of texture Load requests from Multiprocessor           0           0           0
          1                          stall_inst_fetch                              Issue Stall Reasons (Instructions Fetch)       1.06%       1.06%       1.06%
          1                     stall_exec_dependency                            Issue Stall Reasons (Execution Dependency)       3.41%       3.41%       3.41%
          1                   stall_memory_dependency                                    Issue Stall Reasons (Data Request)      93.95%      93.95%      93.95%
          1                             stall_texture                                         Issue Stall Reasons (Texture)       0.47%       0.47%       0.47%
          1                                stall_sync                                 Issue Stall Reasons (Synchronization)       0.00%       0.00%       0.00%
          1                               stall_other                                           Issue Stall Reasons (Other)       0.96%       0.96%       0.96%
          1          stall_constant_memory_dependency                              Issue Stall Reasons (Immediate constant)       0.00%       0.00%       0.00%
          1                           stall_pipe_busy                                       Issue Stall Reasons (Pipe Busy)       0.01%       0.01%       0.01%
          1                     stall_memory_throttle                                 Issue Stall Reasons (Memory Throttle)       0.00%       0.00%       0.00%
          1                        stall_not_selected                                    Issue Stall Reasons (Not Selected)       0.15%       0.15%       0.15%
          1                  sysmem_read_transactions                                       System Memory Read Transactions           0           0           0
          1                 sysmem_write_transactions                                      System Memory Write Transactions           5           5           5
          1                      l2_read_transactions                                                  L2 Read Transactions   168349133   168349133   168349133
          1                     l2_write_transactions                                                 L2 Write Transactions   134348806   134348806   134348806
          1                          ecc_transactions                                                      ECC Transactions           0           0           0
          1                     local_memory_overhead                                                 Local Memory Overhead       0.00%       0.00%       0.00%
          1                        tex_cache_hit_rate                                                Unified Cache Hit Rate      55.00%      55.00%      55.00%
          1                      l2_tex_read_hit_rate                                           L2 Hit Rate (Texture Reads)      96.70%      96.70%      96.70%
          1                     l2_tex_write_hit_rate                                          L2 Hit Rate (Texture Writes)     100.00%     100.00%     100.00%
          1                    l2_tex_read_throughput                                         L2 Throughput (Texture Reads)  202.24GB/s  202.24GB/s  202.24GB/s
          1                   l2_tex_write_throughput                                        L2 Throughput (Texture Writes)  161.83GB/s  161.83GB/s  161.83GB/s
          1                  l2_tex_read_transactions                                       L2 Transactions (Texture Reads)   167903232   167903232   167903232
          1                 l2_tex_write_transactions                                      L2 Transactions (Texture Writes)   134348800   134348800   134348800
          1                        l2_read_throughput                                                 L2 Throughput (Reads)  202.78GB/s  202.78GB/s  202.78GB/s
          1                       l2_write_throughput                                                L2 Throughput (Writes)  161.83GB/s  161.83GB/s  161.83GB/s
          1                    sysmem_read_throughput                                         System Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   sysmem_write_throughput                                        System Memory Write Throughput  6.3145KB/s  6.3145KB/s  6.3135KB/s
          1                            l2_utilization                                                  L2 Cache Utilization     Mid (6)     Mid (6)     Mid (6)
          1                      l2_atomic_throughput                                       L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
          1                    l2_atomic_transactions                                     L2 Transactions (Atomic requests)           0           0           0
          1                        sysmem_utilization                                             System Memory Utilization     Low (1)     Low (1)     Low (1)
          1                            ecc_throughput                                                        ECC Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   sysmem_read_utilization                                        System Memory Read Utilization    Idle (0)    Idle (0)    Idle (0)
          1                  sysmem_write_utilization                                       System Memory Write Utilization     Low (1)     Low (1)     Low (1)
          1               pcie_total_data_transmitted                                           PCIe Total Data Transmitted           0           0           0
          1                  pcie_total_data_received                                              PCIe Total Data Received           0           0           0
          1                         sysmem_read_bytes                                              System Memory Read Bytes           0           0           0
          1                        sysmem_write_bytes                                             System Memory Write Bytes         160         160         160
          1                           l2_tex_hit_rate                                                     L2 Cache Hit Rate      98.17%      98.17%      98.17%
          1                          gld_transactions                                              Global Load Transactions  1074266114  1074266114  1074266114
          1              gld_transactions_per_request                                  Global Load Transactions Per Request   16.000000   16.000000   16.000000
          1                  eligible_warps_per_cycle                                       Eligible Warps Per Active Cycle    0.978822    0.978822    0.978822
          1                        flop_sp_efficiency                                          FLOP Efficiency(Peak Single)       3.49%       3.49%       3.49%
          1                        flop_dp_efficiency                                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
